English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Spanish Word
withdraw	0	0	0	0	0	1	0	1	0	0	retirar
lag	0	0	0	0	0	1	0	0	0	0	retrasar
supremacy	1	1	0	1	1	1	1	0	1	1	supremacía
lateness	0	0	0	0	0	1	0	0	0	0	retraso
supremely	0	0	0	0	0	0	1	0	0	0	supremamente
surcharge	1	0	0	0	0	1	0	0	0	0	recargo
retardation	0	0	0	0	0	1	0	0	0	0	retraso
surf	0	0	0	0	0	0	0	0	0	0	navegar
surface	0	0	0	0	0	0	0	0	0	0	superficie
surge	0	0	0	0	0	0	0	0	1	0	sobretensión
surgeon	0	0	0	0	0	0	0	0	0	0	cirujano
surgery	0	0	0	1	0	0	0	1	0	0	cirugía
ludicrous	0	0	0	0	0	1	0	0	0	0	absurdo
ridicule	1	0	1	0	0	1	0	1	0	0	ridículo
surname	0	0	0	0	0	0	0	0	0	0	apellido
surpassing	0	0	0	0	0	0	1	0	0	0	incomparable
surplus	0	0	0	0	0	0	0	0	0	0	superávit
surprise	0	0	0	1	1	0	1	0	1	0	sorpresa
surprised	0	0	0	0	0	0	0	0	1	0	sorprendido
surprising	0	0	0	0	0	0	0	0	1	0	sorprendente
ridiculous	1	0	1	0	0	1	0	0	0	0	ridículo
soc	0	0	0	0	0	0	0	0	0	0	social
request	0	0	0	0	0	0	0	0	0	0	solicitud
surrogate	0	0	0	0	0	0	0	0	0	1	sustituto
surround	0	1	0	0	0	1	1	0	0	0	rodear
lonely	1	0	1	1	0	1	0	1	0	0	solitaria
surroundings	0	0	0	0	0	0	0	0	0	0	alrededores
rigidity	0	0	0	0	0	1	0	0	0	0	rigidez
survey	0	0	0	0	0	0	0	0	0	0	encuesta
drop	0	0	0	0	0	0	0	0	0	0	soltar
surveyor	0	0	0	0	0	0	0	0	0	0	topógrafo
survival	0	0	0	0	0	0	0	0	0	0	supervivencia
survive	0	0	0	0	0	0	1	0	0	0	sobrevivir
surviving	0	0	0	0	0	0	0	0	0	0	sobreviviente
susceptibility	0	0	0	0	0	0	0	0	0	0	susceptibilidad
susceptible	0	0	0	0	0	1	0	0	0	0	susceptible
suspect	0	0	0	1	0	1	0	0	0	0	sospechar
stiffness	0	0	0	0	0	1	0	0	0	0	rigidez
suspend	0	0	0	0	0	0	0	0	0	0	suspender
suspended	0	0	0	0	0	0	0	0	0	0	suspendido
suspenders	0	0	0	0	0	0	0	0	0	0	tirantes
suspense	0	1	0	1	0	0	0	0	1	0	suspenso
suspension	0	0	0	1	0	1	0	0	0	0	suspensión
suspicion	0	0	0	1	0	1	0	0	0	0	sospecha
bachelor	0	0	0	0	0	0	0	0	0	0	soltero
rigid	0	0	0	0	0	1	0	0	0	0	rígido
sustained	0	0	0	0	0	0	0	0	0	0	sostenido
sustenance	0	0	0	0	0	0	0	0	0	0	sustento
suture	0	0	0	0	0	0	0	0	0	0	sutura
swab	0	0	0	0	0	1	0	0	0	0	torunda
afford	0	0	0	0	0	0	1	0	0	0	solventar
swagger	0	0	0	0	0	0	0	0	0	0	pavonearse
swallow	0	0	0	0	0	0	0	0	0	0	tragar
stark	0	0	0	0	0	1	0	0	0	1	marcado
headgear	0	0	0	0	0	0	0	0	0	0	sombrerería
swampy	0	0	1	1	0	1	0	0	0	0	pantanoso
swan	0	0	0	0	0	0	0	0	0	0	cisne
swap	0	0	0	0	0	0	0	0	0	0	intercambio
swarm	0	0	1	0	0	0	0	0	0	0	enjambre
swarming	0	0	0	0	0	0	0	0	0	0	enjambre
swastika	1	0	0	1	0	1	0	0	0	0	esvástica
sway	0	0	0	0	0	0	0	0	0	0	influencia
swear	0	0	0	0	0	0	1	0	0	1	jurar
umbrella	0	0	0	0	0	0	0	0	0	0	sombrilla
sweat	0	0	0	1	0	0	0	0	0	0	sudor
sweater	0	0	0	0	0	0	0	0	0	0	suéter
sweating	0	0	0	0	0	0	0	0	0	0	transpiración
sweep	0	0	0	0	0	0	0	0	0	0	barrer
sweeping	0	0	0	0	0	0	0	0	0	0	barriendo
sweet	0	1	0	0	1	0	1	0	1	1	dulce
sweeten	0	0	0	0	0	0	0	0	0	0	endulzar
sweetened	0	0	0	0	0	0	0	0	0	0	endulzado
sweetener	0	0	0	0	0	0	0	0	0	0	edulcorante
riches	0	0	0	0	0	0	0	0	0	0	riqueza
richness	0	0	0	0	0	0	1	0	0	0	riqueza
wealth	0	0	0	0	1	0	1	0	0	1	riqueza
sweets	0	1	0	0	1	0	1	0	0	0	dulces
swell	0	0	0	0	0	0	0	0	0	0	hinchar
swelling	0	0	0	1	0	1	0	0	0	0	hinchazón
sweltering	0	0	0	0	0	0	0	0	0	0	sofocante
swerve	0	0	0	1	0	0	0	0	1	0	viraje
rob	1	0	1	1	0	1	0	1	0	0	robar
swiftly	0	0	0	0	0	0	0	0	0	0	rápidamente
steal	1	0	0	1	0	1	0	1	0	0	robar
swim	0	1	0	1	1	0	1	0	0	0	nadar
smile	0	0	0	0	1	0	1	0	1	1	sonreír
burglary	0	0	0	0	0	1	0	0	0	0	hurto
blush	0	0	0	0	0	1	0	0	0	0	sonrojo
swinging	0	0	0	0	0	0	0	0	0	0	balanceo
robbery	1	0	1	1	0	1	0	1	0	0	robo
switch	0	0	0	0	0	0	0	0	0	0	cambiar
swivel	0	0	0	0	0	0	0	0	0	0	girar
theft	1	0	1	1	0	1	0	1	0	0	robo
swoon	0	0	0	0	0	0	0	0	0	0	desmayo
swoop	0	0	0	0	0	0	0	0	0	0	redada
sword	0	0	0	0	0	0	0	0	0	0	espada
syllable	0	0	0	0	0	0	0	0	0	0	sílaba
dreaming	0	0	0	0	0	0	0	0	0	0	soñando
symbol	0	0	0	0	0	0	0	0	0	0	símbolo
symbolic	0	0	0	0	0	0	1	0	0	0	simbólico
symbolically	0	0	0	0	0	0	0	0	0	0	simbólicamente
symbolism	0	0	0	0	0	0	0	0	0	0	simbolismo
symbolize	0	0	0	0	0	0	0	0	0	0	simbolizar
symmetric	0	0	0	0	0	0	0	0	0	0	simétrico
symmetrical	0	0	0	0	0	0	1	0	0	0	simétrico
symmetry	0	0	0	0	1	0	1	0	0	1	simetría
sympathetic	0	0	0	1	1	0	1	1	0	1	simpático
sympathize	0	0	0	0	0	0	0	1	0	0	compadecerse
robust	0	0	0	0	0	0	1	0	0	0	robusto
symphony	0	1	0	0	1	0	1	0	0	0	sinfonía
symptom	0	0	0	0	0	1	0	0	0	0	síntoma
symptomatic	0	0	0	0	0	0	0	0	0	0	sintomático
synagogue	0	0	0	0	0	0	0	0	0	0	sinagoga
synchronize	0	1	0	0	1	0	1	0	1	1	sincronizar
synchronous	0	0	0	0	0	0	0	0	0	0	sincrónico
syncope	0	0	0	1	0	1	0	1	1	0	síncope
syndicate	0	0	0	0	0	0	0	0	0	0	sindicato
synergistic	0	0	0	0	0	0	1	0	0	1	sinérgico
synergy	0	0	0	0	0	0	0	0	0	0	sinergia
synod	0	0	0	0	0	0	1	0	0	1	sínodo
synonym	0	0	0	0	0	0	0	0	0	0	sinónimo
synonymous	0	0	0	1	0	1	1	0	0	1	sinónimo
synopsis	0	0	0	0	0	0	0	0	0	0	sinopsis
synoptic	0	0	0	0	0	0	0	0	0	0	sinóptico
syntax	0	0	0	0	0	0	0	0	0	0	sintaxis
synthesis	0	0	0	0	0	0	0	0	0	0	síntesis
synthetic	0	0	0	0	0	0	0	0	0	0	sintético
syringe	0	0	0	1	0	0	0	0	0	0	jeringuilla
syrup	0	0	0	0	0	0	0	0	0	0	jarabe
system	0	0	0	0	0	0	0	0	0	1	sistema
systematic	0	0	0	0	0	0	0	0	0	0	sistemático
systematically	0	0	0	0	0	0	0	0	0	0	sistemáticamente
tabby	0	0	0	0	0	0	0	0	0	0	atigrado
tabernacle	0	0	0	0	0	0	0	0	0	0	tabernáculo
table	0	0	0	0	0	0	0	0	0	0	mesa
tableau	0	0	0	0	0	0	0	0	0	0	cuadro
tablespoon	0	0	0	0	0	0	0	0	0	0	cucharada
tablet	0	0	0	0	0	0	0	0	0	0	tableta
tableware	0	0	0	0	0	0	0	0	0	0	vajilla
taboo	0	0	1	1	0	1	0	0	0	0	tabú
tabular	0	0	0	0	0	0	0	0	0	0	tabular
tabulate	0	1	0	0	0	0	0	0	0	0	tabular
tabulation	0	0	0	0	0	0	0	0	0	0	tabulación
tachometer	0	0	0	0	0	0	0	0	0	0	tacómetro
tacit	0	0	0	0	0	0	0	0	0	0	tácito
tack	0	0	0	0	0	0	0	0	0	0	virar
tackle	1	0	0	0	0	0	0	0	1	0	abordar
endure	0	0	0	0	0	0	1	0	0	0	soportar
tacky	0	0	0	0	0	0	0	0	0	0	pegajoso
tact	0	0	0	0	0	0	1	0	0	0	tacto
tactics	0	0	0	1	0	0	0	0	0	1	táctica
tactile	0	0	0	0	0	0	0	0	0	0	táctil
taffeta	0	0	0	0	0	0	0	0	0	0	tafetán
taffy	0	0	0	0	0	0	0	0	0	0	caramelo
tag	0	0	0	0	0	0	0	0	0	0	etiqueta
tail	0	0	0	0	0	0	0	0	0	0	cola
suspicions	0	0	0	0	0	0	0	0	0	0	sospechas
tailings	0	0	0	0	0	0	0	0	0	0	relaves
tailor	0	0	0	0	0	0	0	0	0	0	Sastre
tailoring	0	0	0	0	0	0	0	0	0	0	sastrería
sturdy	0	0	0	0	0	0	1	0	0	0	robusto
taker	0	0	0	0	0	0	0	0	0	0	tomador
tale	0	0	0	0	0	0	1	0	0	0	cuento
talent	0	0	0	0	0	0	1	0	0	0	talento
talented	0	0	0	0	0	0	0	0	0	0	talentoso
talisman	0	0	0	0	0	0	1	0	0	0	talismán
talk	0	0	0	0	0	0	1	0	0	0	hablar
underwood	0	0	0	0	0	0	0	0	0	0	sotobosque
talker	0	0	0	0	0	0	0	0	0	0	hablador
tall	0	0	0	0	0	0	0	0	0	0	alto
sou	0	0	0	0	0	0	0	0	0	0	sou
tallow	0	0	0	0	0	0	0	0	0	0	sebo
tally	0	0	0	0	0	0	0	0	0	0	cuenta
talons	1	0	0	1	0	1	0	0	0	0	garras
tambourine	0	0	0	0	0	0	0	0	0	0	pandereta
taming	0	0	0	0	0	0	0	0	0	0	domadura
tan	0	0	0	0	0	0	0	0	0	0	broncearse
tandem	0	0	0	0	0	0	0	0	0	1	tándem
tang	0	0	0	0	0	0	0	0	0	0	Espiga
tangent	0	0	0	0	0	0	0	0	0	0	tangente
tangle	0	0	0	0	0	0	0	0	0	0	enredo
noisy	1	0	0	0	0	1	0	0	0	0	ruidoso
tank	0	0	0	0	0	0	0	0	0	0	tanque
tanned	0	0	0	0	0	0	1	0	0	0	bronceado
tantalizing	0	1	0	0	1	1	1	0	1	0	tentador
tantamount	0	0	0	0	0	0	0	0	0	1	equivalente
climb	0	0	0	0	0	0	0	0	0	0	subida
tape	0	0	0	0	0	0	0	0	0	0	cinta
taper	0	0	0	0	0	0	0	0	0	0	afilar
subito	0	0	0	0	0	0	0	0	1	0	súbito
tapestry	0	0	0	0	0	0	0	0	0	0	tapiz
tar	0	0	0	0	0	0	0	0	0	0	alquitrán
tardiness	0	0	0	0	0	1	0	0	0	0	tardanza
rowdy	0	0	0	0	0	1	0	0	0	0	bullicioso
target	0	0	0	0	0	0	0	0	0	0	objetivo
tariff	1	0	1	0	0	1	0	0	0	0	arancel
tarnish	0	0	1	0	0	1	0	1	0	0	deslustre
tarry	0	0	0	0	0	1	0	0	0	0	alquitranado
tart	0	0	0	0	0	0	0	0	0	0	tarta
tartan	0	0	0	0	0	0	0	0	0	0	tartán
tartar	0	0	0	0	0	0	0	0	0	0	sarro
task	0	0	0	0	0	0	1	0	0	0	tarea
tassel	0	0	0	0	0	0	0	0	0	0	borla
taste	0	0	0	0	0	0	0	0	0	0	gusto
tasteful	0	0	0	0	0	0	1	0	0	0	de buen gusto
breakup	0	0	0	0	0	1	0	1	0	0	ruptura
tasting	0	0	0	0	0	0	0	0	0	0	saboreo
disruption	1	0	0	1	0	1	0	0	1	0	disrupción
tat	0	0	0	0	0	0	0	0	0	0	hacer encaje
tattoo	0	0	0	0	0	0	0	0	0	0	tatuaje
taught	0	0	0	0	0	0	0	0	0	1	enseñó
taunt	1	0	0	1	0	1	0	1	0	0	pulla
rupture	0	0	0	1	0	1	0	1	1	0	ruptura
tavern	0	0	0	0	0	0	0	0	0	0	taberna
tawny	0	0	1	0	0	0	0	0	0	0	leonado
severance	0	0	0	0	0	0	0	1	0	0	separación
taxicab	0	0	0	0	0	0	0	0	0	0	Taxi
taxonomy	0	0	0	0	0	0	0	0	0	0	taxonomía
tea	0	0	0	0	0	0	0	0	0	0	té
teach	0	0	0	0	1	0	1	0	1	1	enseñar
subsequence	0	0	0	0	0	0	0	0	0	0	subsecuencia
teaching	0	0	0	0	0	0	0	0	0	0	enseñando
team	0	0	0	0	0	0	0	0	0	1	equipo
tearful	0	0	1	1	0	0	0	1	0	0	lloroso
tease	1	1	0	0	0	1	0	1	0	0	fastidiar
teaser	0	0	0	0	0	0	0	0	0	0	rompecabezas
sage	0	0	0	0	0	0	1	0	0	1	sabio
teat	0	0	0	0	0	0	0	0	0	0	pezón
technical	0	0	0	0	0	0	0	0	0	0	técnico
technicality	0	0	0	0	0	0	0	0	0	0	tecnicismo
technician	0	0	0	0	0	0	0	0	0	0	técnico
technology	0	0	0	0	0	0	1	0	0	0	tecnología
ted	0	0	0	0	0	0	0	0	0	0	ted
wis	0	0	0	0	0	0	1	0	0	0	sabio
tedium	0	0	0	0	0	1	0	0	0	0	tedio
wise	0	0	0	0	0	0	1	0	0	0	sabio
teens	0	0	0	0	0	1	1	0	0	0	adolescentes
teeth	0	0	0	0	0	0	0	0	0	0	dientes
teflon	0	0	0	0	0	0	0	0	0	0	teflón
telegram	0	0	0	0	0	0	0	0	0	0	telegrama
telegraph	0	0	0	0	0	0	0	0	0	0	telégrafo
telephone	0	0	0	0	0	0	0	0	0	0	teléfono
telescope	0	0	0	0	0	0	0	0	0	0	telescopio
telescopic	0	0	0	0	0	0	0	0	0	0	telescópico
television	0	0	0	0	0	0	0	0	0	0	televisión
teller	0	0	0	0	0	0	0	0	0	0	cajero
telling	0	0	0	0	0	0	0	0	0	0	narración
telltale	0	0	0	0	0	0	0	0	0	0	indicador
temper	0	0	0	0	0	0	0	0	0	0	temperamento
tempera	0	0	0	0	0	0	0	0	0	0	pintura al temple
temperament	0	0	0	0	0	0	0	0	0	0	temperamento
temperance	0	0	0	0	0	0	1	0	0	0	templanza
palatable	0	0	0	0	0	0	1	0	0	0	apetitoso
savory	0	0	0	0	0	0	1	0	0	0	sabroso
tasty	0	0	0	0	0	0	1	0	0	0	sabroso
tempest	1	1	0	1	0	1	0	1	1	0	tempestad
temple	0	0	0	0	0	0	0	0	0	0	templo
temporal	0	0	0	0	0	0	0	0	0	0	temporal
temporarily	0	0	0	0	0	0	0	0	0	0	temporalmente
temporary	0	0	0	0	0	0	0	0	0	0	temporario
tempt	0	0	0	0	0	0	0	0	0	0	tentar
temptation	0	0	0	0	0	1	0	0	0	0	tentación
tempting	0	0	0	0	0	0	0	0	0	0	tentador
ten	0	0	0	0	0	0	0	0	0	0	diez
tenable	0	0	0	0	0	0	1	0	0	0	sostenible
tenacious	0	0	0	0	0	0	1	0	0	0	tenaz
jolt	0	0	0	0	0	0	0	0	1	0	sacudida
tenancy	0	0	0	0	0	0	1	0	0	0	tenencia
grasp	0	0	0	0	0	0	0	0	0	0	sujetar
tendency	0	0	0	0	0	0	0	0	0	0	tendencia
summarily	0	0	0	0	0	0	0	0	0	0	sumariamente
shaking	0	0	0	1	0	1	0	0	0	0	temblor
soak	0	0	0	0	0	1	0	0	0	0	Sumergir
tendon	0	0	0	0	0	0	0	0	0	0	tendón
tenement	0	0	0	0	0	1	0	0	0	0	vivienda
tenet	0	0	0	0	0	0	0	0	0	0	principio
tenets	0	0	0	0	0	0	0	0	0	0	principios
tenfold	0	0	0	0	0	0	0	0	0	0	décuplo
tennis	0	0	0	0	0	0	0	0	0	0	tenis
supply	0	0	0	0	0	0	1	0	0	0	suministro
tensile	0	0	0	0	0	0	0	0	0	0	de tensión
tension	1	0	0	0	0	0	0	0	0	0	tensión
expect	0	1	0	0	0	0	1	0	1	1	suponer
tentacle	0	0	0	0	0	0	0	0	0	0	tentáculo
tentative	0	0	0	0	0	0	0	0	0	0	tentativo
tenth	0	0	0	0	0	0	0	0	0	0	décimo
tenths	0	0	0	0	0	0	0	0	0	0	décimas
tenuous	0	0	0	0	0	0	0	0	0	0	tenue
tenure	0	0	0	0	0	0	0	0	0	0	tenencia
tepid	0	0	0	0	0	0	0	0	0	0	tibio
term	0	0	0	0	0	0	0	0	0	0	término
terminal	0	0	0	1	0	1	0	1	0	0	Terminal
terminate	0	0	0	0	0	0	0	1	0	0	Terminar
toss	0	0	0	0	0	0	0	0	0	0	sacudir
terminus	0	0	0	0	0	0	0	0	0	0	término
termite	0	0	1	0	0	1	0	0	0	0	termita
terms	0	0	0	0	0	0	0	0	0	0	términos
whispered	0	0	0	0	0	0	0	0	0	0	susurró
ternary	0	0	0	0	0	0	0	0	0	0	ternario
terrace	0	0	0	0	0	0	0	0	0	0	terraza
terrestrial	0	0	0	0	0	0	0	0	0	0	terrestre
egress	0	0	0	0	0	0	0	0	0	0	salida
exit	0	0	0	0	0	0	0	0	0	0	salida
terrier	0	0	0	0	0	0	0	0	0	0	terrier
terrific	0	0	0	0	0	0	0	1	0	0	fantástico
territorial	0	0	0	0	0	0	0	0	0	0	territorial
territory	0	0	0	0	0	0	0	0	0	0	territorio
terror	0	0	0	1	0	1	0	0	0	0	terror
terrorism	1	0	1	1	0	1	0	1	0	0	terrorismo
terrorist	1	0	1	1	0	1	0	1	1	0	terrorista
terrorize	1	0	0	1	0	1	0	1	0	0	aterrorizar
terse	0	0	0	0	0	0	0	0	0	0	breve
tertiary	0	0	0	0	0	0	0	0	0	0	terciario
sally	0	0	0	0	0	0	0	0	1	0	salida
testament	0	1	0	0	0	0	0	0	0	1	testamento
testify	0	0	0	0	0	0	0	0	0	0	testificar
testimonial	0	0	0	0	0	0	0	0	0	0	testimonial
testimony	0	0	0	0	0	0	0	0	0	1	testimonio
tetanus	0	0	1	0	0	1	0	0	0	0	tétanos
tether	0	0	0	0	0	1	0	0	0	0	atar
tethered	0	0	0	0	0	0	0	0	0	0	atado
tetrahedral	0	0	0	0	0	0	0	0	0	0	tetraédrico
text	0	0	0	0	0	0	0	0	0	0	texto
textbook	0	0	0	0	0	0	0	0	0	0	libro de texto
textile	0	0	0	0	0	0	0	0	0	0	textil
textural	0	0	0	0	0	0	0	0	0	0	textural
texture	0	0	0	0	0	0	0	0	0	0	textura
sortie	0	0	0	1	0	1	0	0	0	0	incursión
thanksgiving	0	0	0	0	1	0	1	0	0	0	acción de gracias
thatch	0	0	0	0	0	0	0	0	0	0	paja
thaw	0	0	0	0	0	0	0	0	0	0	deshielo
theater	0	0	0	0	0	0	0	0	0	0	teatro
theatrical	0	0	0	0	0	0	0	0	0	0	teatral
lounge	0	0	0	0	0	1	0	0	0	0	salón
theism	0	0	1	0	0	1	0	0	0	0	teísmo
theistic	0	0	0	0	0	0	0	0	0	0	teísta
theme	0	0	0	0	0	0	0	0	0	0	tema
theocracy	0	0	0	0	0	0	0	0	0	0	teocracia
theocratic	1	0	0	1	0	1	0	1	0	1	teocrático
theologian	0	0	0	0	0	0	0	0	0	0	teólogo
theological	0	0	0	0	0	0	0	0	0	1	teológico
theology	0	1	0	0	0	0	0	0	0	0	teología
theorem	0	0	0	0	0	0	0	0	0	1	teorema
theoretical	0	0	0	0	0	0	1	0	0	0	teórico
theory	0	1	0	0	0	0	0	0	0	1	teoría
therapeutic	0	0	0	0	1	0	1	0	0	1	terapéutico
therapeutics	0	0	0	0	0	0	1	0	0	0	terapéutica
thereabouts	0	0	0	0	0	0	0	0	0	0	aproximadamente
thereof	0	0	0	0	0	0	0	0	0	0	del mismo
therewith	0	0	0	0	0	0	0	0	0	0	con eso
thermal	0	0	0	0	0	0	0	0	0	0	térmico
thermocouple	0	1	0	0	0	0	0	0	0	0	par termoeléctrico
thermodynamics	0	0	0	0	0	0	0	0	0	0	termodinámica
thermometer	0	0	0	0	0	0	0	0	0	1	termómetro
thermostat	0	0	0	0	0	0	0	0	0	0	termostato
thesaurus	0	0	0	0	0	0	0	0	0	0	Tesauro
thesis	0	0	0	0	0	0	0	0	0	0	tesis
thick	0	0	0	0	0	0	0	0	0	0	grueso
thicken	0	0	0	0	0	0	0	0	0	0	espesar
thickening	0	0	0	0	0	0	0	0	0	0	espesamiento
thicket	0	0	0	0	0	0	0	0	0	0	matorral
thickness	0	0	0	0	0	0	0	0	0	0	espesor
parlor	0	0	0	0	0	0	0	0	0	0	salón
thimble	0	0	0	0	0	0	0	0	0	0	dedal
dashboard	0	0	0	0	0	0	0	0	0	0	tablero
thing	0	0	0	0	0	0	0	0	0	0	cosa
things	0	0	0	0	0	0	0	0	0	0	cosas
thinker	0	0	0	0	0	0	1	0	0	0	pensador
boards	0	0	0	0	0	0	0	0	0	0	tableros
thirds	0	0	0	0	0	0	0	0	0	0	tercios
thirst	0	1	0	0	0	0	0	1	1	0	sed
thirsty	0	0	0	0	0	1	0	0	0	0	sediento
thirteen	0	0	0	0	0	0	0	0	0	0	trece
thirteenth	0	0	0	1	0	0	0	0	0	0	decimotercero
thistle	0	0	0	0	0	0	0	0	0	0	cardo
thither	0	0	0	0	0	0	0	0	0	0	allá
thong	0	0	0	0	0	0	0	0	0	0	correa
thorn	0	0	0	0	0	1	0	0	0	0	espina
salon	0	0	0	0	0	0	0	0	0	0	salon
thoroughbred	0	0	0	0	0	0	1	0	0	0	pura sangre
thoroughfare	0	0	0	0	0	0	0	0	0	0	vía pública
thought	0	1	0	0	0	0	0	0	0	0	pensamiento
stools	0	0	1	0	0	1	0	0	0	0	taburetes
thoughtfulness	0	0	0	0	0	0	1	0	0	0	consideración
saloon	1	0	0	0	0	0	0	0	0	0	taberna
thoughts	0	0	0	0	0	0	0	0	0	0	pensamientos
thousand	0	0	0	0	0	0	0	0	0	0	mil
thrash	1	0	1	1	0	1	0	1	0	0	movimiento de piernas
thread	0	0	0	0	0	0	0	0	0	0	hilo
hall	0	0	0	0	0	0	0	0	0	0	salón
threaten	1	1	0	1	0	1	0	0	0	0	amenazar
healthy	0	0	0	0	0	0	1	0	0	0	saludable
threefold	0	0	0	0	0	0	0	0	0	0	triple
thresh	1	0	0	1	0	1	0	1	0	0	trillar
threshold	0	0	0	0	0	0	0	0	0	0	límite
thrice	0	0	0	0	0	0	0	0	0	0	tres veces
thrift	0	0	1	0	0	0	1	0	0	1	ahorro
thrifty	0	0	0	0	0	0	0	0	0	0	ahorrativo
thrill	0	1	0	1	1	0	1	0	1	0	emoción
salutary	0	0	0	0	1	0	1	0	0	1	saludable
drill	0	0	0	0	0	0	0	0	0	0	taladro
throat	0	0	0	0	0	0	0	0	0	0	garganta
throb	0	0	0	1	0	1	0	1	0	0	palpitar
throbbing	0	0	0	0	0	0	0	0	0	0	palpitante
throne	0	0	0	0	0	0	1	0	0	1	trono
throng	0	0	0	0	0	0	0	0	0	0	multitud
throttle	1	0	0	0	0	1	0	0	0	0	acelerador
size	0	0	0	0	0	0	0	0	0	0	Talla
thrush	0	0	0	0	0	0	0	0	0	0	tordo
thrust	0	0	0	0	0	0	0	0	0	0	empuje
thud	0	0	0	0	0	0	0	0	0	0	ruido sordo
wealthy	0	0	0	0	0	0	0	0	0	0	rico
thumb	0	0	0	0	0	0	0	0	0	0	pulgar
greeting	0	0	0	0	0	0	1	0	1	0	saludo
thumping	0	0	0	1	0	0	0	0	0	0	descomunal
thunder	0	0	0	0	0	0	0	0	0	0	trueno
thunderbolt	0	0	0	0	0	0	0	0	0	0	rayo
thundering	1	0	0	1	0	1	0	0	0	0	tremendo
thunderstorm	0	0	0	0	0	0	0	0	0	0	tormenta
salutation	0	0	0	0	0	0	0	0	0	0	saludo
thyme	0	0	0	0	0	0	0	0	0	0	tomillo
tiara	0	0	0	0	0	0	0	0	0	0	tiara
tick	0	0	0	0	0	0	0	0	0	0	garrapata
ticker	0	0	0	0	0	0	0	0	0	0	corazón
ticket	0	0	0	0	0	0	0	0	0	0	boleto
tickle	0	1	0	0	1	0	1	0	1	1	cosquillas
ticklish	0	0	0	0	0	0	0	0	0	0	cosquilloso
tidal	0	0	0	0	0	0	0	0	0	0	de marea
tidbit	0	0	0	0	0	0	0	0	0	0	golosina
tide	0	0	0	0	0	0	0	0	0	0	marea
tidings	0	0	0	0	0	0	0	0	0	0	noticias
drumming	0	0	0	0	0	0	0	0	0	0	tamborileando
tier	0	0	0	0	0	0	0	0	0	0	nivel
salute	0	0	0	0	1	0	1	0	0	0	homenaje
evening	0	0	0	0	0	0	0	0	0	0	tardecita
tighten	1	0	0	0	0	0	0	0	0	0	apretar
tightness	0	0	0	0	0	0	0	0	0	0	opresión
tights	0	0	0	0	0	0	0	0	0	0	medias
homework	0	0	0	1	0	0	0	0	0	0	tareas para el hogar
tile	0	0	0	0	0	0	0	0	0	0	teja
tiling	0	0	0	0	0	0	1	0	0	0	embaldosado
till	0	0	0	0	0	0	0	0	0	0	hasta
tillage	0	0	0	0	0	0	0	0	0	0	labranza
tiller	0	0	0	0	0	0	0	0	0	0	caña del timón
savage	1	0	0	1	0	1	0	0	0	0	salvaje
untamed	0	0	0	0	0	1	0	0	0	0	indomable
timber	0	0	0	0	0	0	0	0	0	0	madera
mug	1	0	0	1	0	1	1	1	0	0	tazón
timbre	0	0	0	0	0	0	0	0	0	0	timbre
time	0	1	0	0	0	0	0	0	0	0	tiempo
wild	0	0	0	0	0	1	0	0	1	0	silvestre
bloody	1	0	1	1	0	1	0	1	0	0	sangriento
gory	1	0	1	1	0	1	0	1	0	0	sangriento
hale	0	0	0	0	0	0	1	0	0	0	sano
timidity	0	1	0	1	0	1	0	0	0	0	timidez
tin	0	0	0	0	0	0	0	0	0	0	estaño
tincture	0	0	0	0	0	0	0	0	0	0	tintura
tine	0	0	0	0	0	0	0	0	0	0	púa
tinge	0	0	0	0	0	0	0	0	0	0	tinte
tingle	0	0	0	0	0	0	0	0	0	0	hormigueo
tingling	0	0	0	0	0	0	0	0	0	0	hormigueo
tinker	0	0	0	0	0	0	0	0	0	0	gitano
healthful	0	0	0	0	1	0	1	0	0	0	saludable
tinnitus	0	0	0	0	0	0	0	0	0	0	tinnitus
tinsel	0	0	0	0	1	0	1	0	0	0	oropel
tint	0	0	0	0	0	0	0	0	0	0	tinte
tiny	0	0	0	0	0	0	0	0	0	0	diminuto
cloth	0	0	0	0	0	0	0	0	0	0	tela
tipsy	0	0	0	0	0	1	0	0	0	0	achispado
wholesome	0	0	0	0	0	0	1	0	0	1	sano
tire	0	0	0	0	0	0	0	0	0	0	neumático
holy	0	0	0	0	0	0	1	0	0	0	sagrado
saintly	0	1	0	0	1	0	1	0	1	1	santo
secrecy	0	0	0	0	0	0	0	0	1	1	secreto
tissue	0	0	0	0	0	0	0	0	0	0	tejido
tit	0	0	0	0	0	1	0	0	0	0	teta
titanic	0	0	0	0	0	0	0	0	0	0	titánico
tithe	0	0	0	0	0	0	0	0	0	0	diezmo
title	0	0	0	0	0	0	1	0	0	1	título
secret	0	0	0	0	0	0	0	0	0	1	secreto
issue	0	0	0	0	0	0	0	0	0	0	tema
titular	0	0	0	0	0	0	0	0	0	0	titular
toad	0	0	1	0	0	1	0	0	0	0	sapo
toast	0	0	0	0	1	0	1	0	0	0	tostada
tobacco	0	0	0	0	0	1	0	0	0	0	tabaco
toby	0	0	0	0	0	0	0	0	0	0	toby
subject	0	0	0	0	0	1	0	0	0	0	tema
scrapie	1	0	0	1	0	1	0	1	0	0	tembladera
toe	0	0	0	0	0	0	0	0	0	0	dedo del pie
